,id,content
530,439,"'This is the proper time to collect soil samples for different plots from the farmers field for soil analysis purpose as all rabi crops have already been harvested and fields are without crops. This will help in scientific nutrient management planning for different crops to be sown in forthcoming kharif season, NUE could be increased, helps in proper soil health. Using recommended dose of fertilizers as per soil testing report in balanced ratio the production as well as economic profit could be increased.'"
531,440,"'Apply gypsum in the fields as per soil testing report to maintain the soil pH at optimum level, this will help in increased availability of different plant nutrients especially Ca & S, as gypsum is the cheapest source of these two secondary nutrients for plants. This increased availability of all plant nutrients will help in higher production and quality improvement in kharif crops especially in oilseed & Pulses.'"
532,1505,"'The enzymatic oxidation, originally termed as „fermentation‟ since it affects liquor quality and cuppage of tea. Such operation influences the colour, brightness and briskness of liquor. It also imparted mellowness to brew. After fermentation, the colour of leaf mass changes from green to bright coppery red. Generally, the lower the fermentation temperature, the better is the black tea.'"
533,449,"'y To control Collar Rot & Root Rot use 4 kg Trichoderma harzianum mixed with 50-60 kg well decomposed FYM, kept in shady place with optimum moisture level for its multiplication and mix in soil in 1 ha area at the time of sowing.'"
534,450,"'Nursery raising Paddy is also cultivated in some parts of the state in kharif season, for its nursery raising land should be prepared properly. Prepare 1.0-1.5 m wide nursery beds. Generally, 400-500 m 2 nursery area is sufficient for transplanting in one ha area. Paddy nursery can be raised in second fortnight of May and 24-25 kg seed is sufficient for transplanting in one ha area. In nursery paddy seed should be covered properly with sand or with mixture of sand and manure, nurser bed should be always moist without standing water.'"
535,468,"'y For green manure, sowing of green gram, cluster beanand dhaicha etc. may be done during this week. Seed rate for dhaicha is 50- 60 kg/ha. For adequate germination proper moisture should be maintained.'"
536,469,'y Optimum moisture level should be maintained in cucurbitaceous crops by light and frequent irrigation as dry conditions may lead to poor pollination and thus drop in yield of the crop.'
537,441,"'Follow summer deep ploughing after application of Gypsum in the field, this will help in mixing of gypsum in the soil, plough down of crop residues, weeds, and unwanted plants in the soil. In Rajasthan state there is huge variation in day and night temperature, which helps in improving physical, chemical, and biological properties of the soil and ultimately will improve soil fertility and finally crop productivity. Summer deep ploughing helps in control of harmful insects, their eggs, larvae, and pupae as well as soil borne disease pathogens up to a certain extent.'"
538,442,"'Sowing of green manure crop Dhaincha Dhaincha green manuring is a low-cost practice to improve the soil fertility in a short period of time. Due to limited availability of different organic manures, day by day farmers using excessive dose of chemical fertilizers which creates soil sickness, imbalanced ratio of primary fertilizers (N-P-K) and ultimately reduced soil fertility. By looking these'"
539,443,"'Therefore, under assured irrigation facilities dhaincha green manure crop can be sown in April-May and in rainfed areas this can be grown with the onset of monsoon. Dhaincha crop must be plough down in the soil with the help of Rotavator implement at optimum stage (before flowering stage) with optimum moisture conditions. 60 kg seed /ha should be used for this purpose.'"
540,444,"'Seed is the most important critical input in crop production, therefore, availability of quality hybrid/improved variety certified seed at right time at local level and at genuine rate is the prime need of the time. For this farmer may contact and purchased quality seed from their nearby KVKs, Agricultural Research Stations, SAUs, different ICAR Institutes and cooperative societies. Sometimes farmers approach in a group after onset of monsoon and under such conditions availability of seed is a big issue, therefore farmers must purchase quality seed well in time from any above reliable source. If purchased seed is already treated then ok, otherwise it must be treated as per recommendation of FIR System before sowing.'"
541,1506,"'29.5.4  Firing/Drying Once optimum fermentation is achieved, it is necessary to destroy enzymes. The „dhool‟ is fed to the driers by conveyors at a temperature of 90-120 o C for 12-15 minutes. This process reduces the moisture content of fermented tea from ~ 60% to < 4%. It terminates fermentation by inactivating the enzymes. It makes the product fit for sorting and packaging. In driers the inlet and outlet temperature may range from 82-98 o C and 45-55 o C respectively. Fluidized bed driers are being used recently. In this the blown hot air moves the dhool by process of fluidization. The disadvantage of firing is loss of considerable amount of volatile aroma compounds.'"
542,451,"'Paddy is also cultivated in some parts of the state in kharif season, for its nursery raising land should be prepared properly. Prepare 1.0-1.5 m wide nursery beds. Generally, 400-500 m 2 nursery area is sufficient for transplanting in one ha area. Paddy nursery can be raised in second fortnight of May and 24-25 kg seed is sufficient for transplanting in one ha area. In nursery paddy seed should be covered properly with sand or with mixture of sand and manure, nurser bed should be always moist without standing water.'"
543,452,"'Important varieties are PR-106, PR-1121, BK-190, PB-1, Pusa Sugandha-1, Sugandha-4, Improved Pusa Basmati-1, Basmati-1059 etc. Ashok-20 &BagadDhan can be directly seeded in the field & it should be completed in the last fortnight of June, as per irrigation water availability.'"
544,453,'A major kharif season dual purpose crop cultivated for grain as well as for fodder purpose. Its sowing is started with the onset of monsoon and is a highly drought tolerant crop.'
545,454,"'There are two type varieties in Bajra crop (Composite & Hybrid) with a large variation in maturity period (from 60 days to 100 days maturity period). Selection of variety should be done very carefully, for example under early onset of monsoon, long duration composite varieties should be cultivated and under late onset of monsoon extra short duration varieties should be grown. Important varieties are as follows:'"
546,455,"'It is a major kharif pulse crop & cultivated with the onset of monsoon. Improved Varieties: IPM-02-3, IPM-02-14, MH-421, MH-2-15, MH- 1142, SML-668, GM-4, GM-5, IPM-409-4, IPM-312-20.'"
547,456,"'Short duration crop, mature in 60-70 days only & highly drought tolerant sown on onset of monsoon. Improved Varieties: There are very limited improved varieties available for its commercial cultivation. 1. RC-19 (Brown seeded) & 2. RC-101 (White seeded)'"
548,457,"'It is also a highly drought tolerant, short duration pulse crop of Kharif season & mostly cultivated in north western arid districts of the Rajasthan state & it prefers sandy soil with good drainage conditions. It'"
549,1507,"'Tea after firing is a mixture of particles of different sizes, ranging from „dust‟ to „leaf‟ of about 5 cm long and 1.3 cm wide. They are sorted into uniform grades acceptable to the buyers. The grading and sorting of tea is carried out using mechanically oscillatory sieves fitted with meshes of many different sizes. Winnowing in some form or other is routinely employed and according to the size and density of the particles, separates'"
550,458,"'There are two type of varieties in guar crop-(i) Tall and single stem without branching: RGC-197 & RGC-1066, and (ii) Dwarf & branching type: RGC,1017, RGC-1031, RGC-1038, RGC-1055, RGC-1033, HG- 2-20, HG-563 etc.Comparatively dwarf & branching type varieties are short duration & highly drought tolerant than single stem varieties.'"
551,459,"'Sowing should be started with the onset of monsoon & must be completed before mid-July.This crop is highly sensitive to water logging conditions; therefore, proper drainage facilities are must for higher productivity.'"
552,460,"'Improved Varieties: There are two type of maize varieties: (i) Composite varieties- Pratap Maize-9, Madhuri-1, and (ii) Hybrids- Pratap Raj Hybrid maize-1095, Arawali Maize-1, Pratap Maize-3, Pratap Maize-5, Pratap QPM Hybrid Maize-5, Bio-9682, HQPM-5, DHM-121 etc.'"
553,461,"'Black gram (Urd), an important pulse crop, is sown on the onset of monsoon. Improved Varieties: Improved and newly released varieties seeds needs to be used. Improved varieties of black gram are Pant Urd-7, Pant Urd- 8, Pant Urd-9, IPI13-11, IPU10-26, IPU11-02, Pratap Urd-1 etc.'"
554,462,"'Improved Varieties: Improved and newly released varieties seeds needs to be used. Improved varieties of black gram are Pant Urd-7, Pant Urd- 8, Pant Urd-9, IPI13-11, IPU10-26, IPU11-02, Pratap Urd-1 etc.'"
555,463,"'Soybean, an important kharif oilseed of Humid and sub humid region of Rajasthan, is sown on the onset of monsoon. Improved Varieties: J S20-116, JS 2034, J S 2098, N R C -86 and other recommend varieties.'"
556,464,'Seed Rate: For getting optimum population 75- 80 Kg per ha seeds are required. Sowing geometry in clay and clay loam soils row to row45 cm and plant to plant 15 cm.'
557,465,'Most important fodder crop of kharif season sown on the onset of the monsoon. Improved Varieties:'
558,1508,"'For bulk transport, Tea chests are used to contain 60 kg tea. Chest is made up of plywood, lined inside with Aluminium foil. Other packaging material includesmultiwalled paper sacks – 2 plies of Kraft paper with an additional layer of Aluminium foil on the inside.'"
559,1509,'It is manufactured from fresh leaf which has not been fermented. It depends on arresting the enzyme activity in green leaf. The different methods of green tea production are depicted in'
560,472,"'y In citrus fruits, paint the plant with Bordeaux paste at the height of 2 foot and keeping in view of increasing temperature in this month regular irrigation should be followed.'"
561,473,"'y Preparation of nursery raised bed and sowing of seed after treatment with fungicide @1g/kg of early cauliflower (Pusa early, Pusa Meghna, Pusa synthetic, Pusa Deepali), Brinjal (Pusa Purple cluster, Pusa Bindu, Pusa hybrid -5, Pusa Hybrid -6, Punjab Sadabahar and Pant Rituraj) and chilli (Pusa Sadabahar, Pant-C1 and Pusa Jawla) plant.'"
562,474,"'y After harvesting of mature summer okra and sowing of rainy season okra like Pusa Bhindi-5, Pusa A-4, Arka Anamika, Pusa Sawani and Pusa Makhmali @8-10 Kg seed per ha with the spacing of 60x30cm.'"
563,475,"'y In this moth suitable time for layout and pits making for establishment of new orchard of Pomegranate, Ber, Aonla, Sapota, Guava, Papaya, Citrus etc fruit plants. In each pit (1mx1mx1m) farmer should apply 20kg farm manure and 100g each of N, P, and K.'"
564,476,"'Cattle and Buffalo: y During the month of May, the temperature becomes very high and dusty winds also move, so take proper measures to protect the animals from excessive temperature and heat stress.'"
565,477,"'y During the month of May, the temperature becomes very high and dusty winds also move, so take proper measures to protect the animals from excessive temperature and heat stress.'"
566,478,"'y Animals should be fed appropriate amount of salt in feed to avoid the loss of essential minerals, at least 50 grams of mineral mixture and 30 grams of salt should be provided daily in feed of cattle and buffalo.'"
567,479,"'y Due to excess temperature, the animals may suffer from heat stroke, and dehydration and loss of appetite etc may occur. If the animals become ill, should be treated immediately by a veterinarian. Sheep and Goat:'"
568,1510,'Fig. 29.1 Green tea processing by Chinese process'
569,483,"'y In the month of June, the high environmental temperatures result may affect the animals by fever, dehydration, decrease in body salts, loss of appetite and decrease in production. As in the month of May, all efforts are to be continued to protect the animals from the high temperature and dry hot winds.'"
570,484,"'y Sheep should be sheared during this month and 21 days after the sheep have been sheared, their bodies should be drenched with disinfectants to protect them against ectoparasite. Poultry:'"
571,485,"'y Chicks are more sensitive for heat so birds should be prevented from overcrowding and direct environmental heat. As in the month of May, all efforts are to be continued to protect chicks from the high temperature and dry hot winds.'"
572,486,"'Cotton is grown in Kharif season in the State. Time of sowing of the crop spreads over a period of April to first fortnight of June. However, in case of American cotton optimum time of sowing is May for obtaining better yield. Delay in sowing results in yield reduction. For all desi cotton varieties/hybrids, best sowing time is mid-April to 1st week of May, while during May & June burning of seedling is very high.'"
573,487,'Use 15-20 kg delinted seed of improved American cotton varieties for sowing in one ha area. 12.5 kg of seed /ha is required for Desi cotton varieties. Seed rate of 3-3.750 kg /ha is required for American cotton hybrids and desi cotton hybrids. Seed rate of 2.125 kg/ha is required for BT Cotton hybrids.'
574,1511,'Fig. 29.2 Green tea processing by Japanese process'
575,1512,'The typical processing method adopted for preparing partially fermented tea is shown in Figure 29.3. Figure 29.3Tea processing for partially fermented tea.'
576,1513,"'Value addition to tea has been a reality and since people are fond of stimulating beverages, there has been introduction of an array of specialty tea products. Some of the examples of such specialty tea products are discussed herein.'"
577,489,"'For obtaining high yield in cotton, 80-100 Kg N per ha for American Cotton and 50 kg N for desi cotton along with 30 kg P 2 O 5 /ha and in case of hybrid cotton, 150 kg N, 60 kg P 2 O 5 , 60 kg K 2 Oand 25 kg ZnSo 4 per ha has been recommended. Apply 1/3 dose of N, full dose of P 2 O 5 , full dose of potash and full dose of ZnSo 4 at time of sowing. Remaining dose of N should be applied in two equal splits at square formation and flowering stage.  However, the nitrogenous fertilizer application, half quantity at squaring and half at flowering gave highest seed cotton yields. In case of hybrid split the N dose in three parts i.e., sowing, squaring and flowering stage. In sandy soil the research results have revealed that 90 per cent dose of fertilizer through soil application and 10 per cent through foliar spray at the boll development stage gave the highest seed cotton yield. Inoculation of cotton seed with C2, M4 and Azospirillum culture resulted into saving of 25-27 kg N/ha.'"
578,490,"'Fertilizer Application : In the rainfed or low rainfall areas, drill 50 kg of N per hectare in rows at sowing. In irrigated areas, apply 50 kg of N and 20 kg P2O5 per hectare at the time of sowing and another 50 kg N per hectare about one month later.'"
579,491,"'Improved Varieties : Manak (H77-216), Paras (H82-A) Time of sowing - Under irrigated conditions, sowing of crop should be done in the month of June and under rainfed conditions sowing should be done at the onset of monsoon.'"
580,492,"'Time of sowing - Under irrigated conditions, sowing of crop should be done in the month of June and under rainfed conditions sowing should be done at the onset of monsoon.'"
581,493,"'Improved Varieties : MH-4, HNG-69, GJG-19. Time of sowing : Optimum time of sowing of groundnut is entire month of June. Under irrigated conditions, sowing of seeds should be completed by second fortnight of June, whereas under rainfed conditions sowing at the onset of monsoon should be done. Sowing of crop after 15 July should be avoided.'"
582,494,"'Time of sowing : Optimum time of sowing of groundnut is entire month of June. Under irrigated conditions, sowing of seeds should be completed by second fortnight of June, whereas under rainfed conditions sowing at the onset of monsoon should be done. Sowing of crop after 15 July should be avoided.'"
583,495,"'Seed rate : The seed rate depends on the size of kernels of the varieties. However, for medium size kernels varieties, seed rate of 80 kg per hectare is required.'"
584,496,'Seed treatment : Treatment of seed with Thiram or Captan or Emisan 3 g/kg seed is essential for management of seed and soil borne diseases. For management of termites and white grub treat the seed with 15 ml Chloropyriphos 20 EC/kg seed.'
585,532,"'y After transplanting, water levels should be around 3 cm initially, and gradually increase to 5−10 cm (with increasing plant height) and remain there until the field is drained 7−10 days before harvest.'"
586,500,'Seed treatment: Soaking of 1 ha seed (20-30 kg seed) in 25 litre water solution with 25 g bavistin and 2.5 g streptocycline is done for 24 hrs. Treated seed should be covered with wet gunny bags for 24-36 hrs for getting germination of seeds.'
587,501,"'Nursery raising: Apply 15 to 20 tonnes of FYM per hectare in the nursery field before sowing of the nursery. Application of 25 kg N, 25 kg P2O5 and 25 kg ZnSO4 per hectare is applied for raising the nursery. Apply second doze of 25 kg N/ha at two weeks after sowing of nursery. If deficiency symptoms of Iron appear in the nursery, foliar application of 0.5 % FeSo 4 should be done. For managements of weeds in the nursery, apply 1.5 kg Pretilachlore 30 EC or 3 litre Butachlore or Thiobencarb at 1-3 days after sowing of the nursery. For management of broad leaf and grassy weeds, apply 250 ml Bispyribak sodium 10 SL at 15 days after sowing of nursery.'"
588,502,'Transplanting: Transplanting of paddy is done by manual as well as mechanical method. a) Manual transplanting: y Transplant the seedlings in lines y Transplant 2-3 seedlings per hill y Maintain spacing of 15 x 15 cm y Depth of transplanting should not be more than 2-3 cm b) Mechanical transplanting y Done by paddy transplanter in puddled and un-puddled conditions. y Raising of mat type nursery is required'
589,503,"'y Application of 15 tonnes of FYM/ha before transplanting of the crop is useful for obtaining good productivity of rice-wheat system continuously. Weed management: Several grassy weeds, broad leaf weeds and sedges infest paddy crop. Puddling though in helpful in management of many weeds, yet weeds can be managed effectively by chemical method.'"
590,1514,"'Teas are sometimes scented with various plant essential oils such as lemon, bergamot, rose and fragrant olive which impart sweet floral attributes to enhance the natural flavour of tea. Other teas are blended with flower petals, spices or dried leaf such as Rosemary, Peppermint, Camomile and Chrysanthemum.'"
591,1515,"'The flavours that have been used include chocolate, jasmine, mandarin orange peel, Bergamot and other sweet herbs. In India, cardamom, ginger, lemon, bergamot and mint are popular flavoured teas.'"
592,1516,'These are tea (black or green) which are compressed in the form of bricks or cakes. Portions of bricks are broken off for use and are sometimes cooked with butter or other fats.'
593,1517,"'This type of tea can be made using dried rosemary herb. Prepare dark out of optimum level of concentration of Rosemary herb. Blend black tea and rosemary; combination of other herbs like basil, mint, lemongrass, thyme, chamomile with rosemary.'"
594,504,'y Apply 30 kg butachlore or 15 kg thiobencarbgranuls/ ha in 4-5 cm deep water at 2-3 days after transplanting. Apply 3.0 liter butachlor 50 EC or thiobencarb EC or 1325 ml Anilphose 30 EC or 2.0 liter Pretilachlor 50 EC or 125 g oxydiazeril 80 % WP after mixing with 150 kg sand and broadcast in standing water at 2-5 days after transplanting.'
595,505,"'y Management of broad leaf weeds can be done by application of 20 g ready mix of metsulphuron and chlorimuron or 125 g ethoxysulphuron 15 % WG or 1 kg 2,4-D ester at 20-25 days after transplanting.'"
596,506,'y Management of mix weeds flora in rice can be done by application of 250 ml bispyribac sodium 10 % SL/ha in 500 litres of water at 15- 25 days after transplanting.'
597,507,"'y Keeping in view of forecasted high temperature, farmers are advised for harvesting of mature vegetables at morning and evening hours and keep harvested crops in shadow. y Optimum moisture level should be maintained in cucurbitaceous crops by light and frequent irrigation as dry conditions may lead to poor pollination and thus drop in yield of the crop.'"
598,508,'y Optimum moisture level should be maintained in cucurbitaceous crops by light and frequent irrigation as dry conditions may lead to poor pollination and thus drop in yield of the crop.'
599,509,"'y After harvesting of mature okra application of urea @ 5-10 kg/ acre should be done. Constant monitoring of crop against attack of mite is advised. If population is above ETL then, spraying of Ethion @ 1.5- 2 ml/litre of water is advised. Due to prevailing high temperature, light irrigation at short interval is advised.'"
600,510,"'y To control shoot and fruit borer in brinjal and tomato crops, infested fruits and shoots should be collected and buried inside the soil. If pest population is high, spraying of Spinosad 48 EC @ 1 ml /4 litres of water is advised.'"
601,511,"'y In horticultural crops at fruiting stage such as mango, while carrying out field operations related to nutrient sprays and crop protection adequate precautions in handling of inputs, mixing, delivery and washing of equipment is to be undertaken.'"
602,512,"'y For management of fruit drop in mango spray 2% urea and 0.5 % ZnSo4 or 20 ppm 2, 4-D (2 g 2,4-D in 100 litre of water) in month of April –May.'"
603,973,'y Raise the nursery during May-June with varieties Arka Anand and VNR-51 in protray to prevent damping off diseases. Seed rate for hybrids is 120 g/ acre and for varieties 260 g/ acre'
604,513,"'y To control pre-harvest fruit drop in citrus, apply 6 gram 2, 4-D, 3 Kg Zinc Sulphate, 12 gram Aureofungin and 1.5 Kg lime in 550 litres of water per acre. In case of intercropping with sunflower and cotton do not spray 2, 4-D. In this case application of 20 ppm NAA is recommended. Ber: In case of Ber plants last week April month to May month is best time for pruning because plants are in dormant condition.'"
605,514,"'y Intensive cropping in rice-wheat system has resulted into degradation of soil fertility. Therefore, soil health maintenance is an integral issue in Rice-Wheat system. Green manuring is an important practice which helps in restoring soil fertility. The period between harvesting of wheat crop and transplanting of rice crop (May-June) can be utilized for growing of green manure crops. Dhaincha ( Sesbania sesban ) is very suitable cover crop which can be grown for green manuring. Sowing of dhaincha @30 kg seed/ ha is done in first week of May. The crop is ploughed up in 3 rd week of June (45-50 DAS). Transplanting of rice is done after one week of ploughing of dhaincha crop. Apply 2/3 rd dose of NPK fertilizers in fields where green manuring is done.'"
606,515,'y Transplanting of rice requires huge volume of water. It can be saved by bringing change in planting method of the crop. Direct seeding of rice crop has been found very successful technology and is helpful in conservation of water resources.'
607,516,"'y Temperatures are high during this month and some areas experience severs dust storms accompanied by thunder showers. y Heat related diseases in animals that can be seen to affect animals during this time are fever, dehydration, decrease in body salts, loss of appetite and decrease in productivity.'"
608,1518,"'The first tea bags were hand-sewn silk bags and tea bag patents dated as early as 1903. First appearing commercially around 1904, tea bags were successfully marketed by the tea and coffee shop merchant Thomas Sullivan from New York, who shipped his tea bags around the world. Modern tea bags are usually made of paper fibre. The heat-sealed paper fiber tea bag was invented by William Hermanson, one of the founders of Technical Papers Corporation of Boston. The rectangular tea bag was invented in 1944. Prior to this tea bags resembled small sacks.'"
609,1662,"'Diversity in Crop Production : The basis for crop production in gardening, farming and forestry in consideration of the structure and fertility of the soil and surrounding ecosystem and to'"
610,519,"'Transplanting after repeated puddling is the conventional method of rice (Oryza sativa) growing which is not only intensive water user but also cumbersome and laborious Direct seeded rice (DSR), probably the oldest method of crop establishment, is gaining popularity because of its low-input demand. It offers certain advantages viz., it saves labour, requires less water, less drudgery, early crop maturity, low production cost, better soil physical conditions for following crops and less methane emission, provides better option to be the best fit in different cropping systems. In present scenario when human interaction is avoided the machine driven DSR technology is better option for planting rice'"
611,520,'y Plow the fields during summer to control emerging weeds y Levelling the fields well facilitates uniform irrigation and better germination'
612,521,"'y Seed treatment with recommended fungicide is necessary to manage soil born diseases. For this weighed quantity of seeds are soaked in water + fungicide (Bavistin @ 1g/kg rice seed or Emisan @ 1gm/kg rice seed) solution for 24 hours. Amount of water used for soaking is equivalent to quantity of seed used for seed treatment. After 24 hours, seeds are removed from fungicide solution and dried in shade for 1-2 days until sprouting is seen before sowing. Seed treatment with imidacloprid (Guicho/imidiate) @ 3ml/kg seed alone to protect from soil-borne pathogens such as termites or other insects or in combination with tebuconazole (raxil) @ 1 ml/kg seed to protect from both soil borne fungi and insects have been found effective in improving uniform crop establishment.'"
613,533,"'y To control Zinc deficiency, apply 60 kg of zinc sulphate heptahydrate (21%) or 40 kg zinc sulphate monohydrate (33%) per hectare at puddling in case previous crop in this field had shown the symptoms of zinc deficiency. Where the deficiency is noticed in the growing crop, apply this quantity of zinc sulphate as soon as possible.'"
614,534,"'y Apply Bensulfuron methyl + Pretilachlor ( Londax power ) @ 10 kg/ ha at 7-8 days after transplanting, application of post-emergence herbicide (e.g., bispyribac-sodium (25 g/ha)/ penoxsulam (25 g/ ha)/ azimsulfuron 30 g/ha/ fenoxaprop (with safener) (60g/ha)/ metsulfuron (4g/ha) + fenoxaprop (60 g/ha) can provide effective weed control in transplanted rice.'"
615,535,"'y For Direct Seeded Rice (DSR) of Basmati, Pusa Sugandh-4, Pusa Sugandh-5, Ballabh Basmati 22, Malviya Sugandh 105, Malviya Sugandh 4, Malviya Basmati 10, and Pusa Basmati 1509 are most suitable varieties. The optimum sowing time for Basmati under DSR is the first fortnight of June.'"
616,536,"'y Apply 135 kg urea per hectare in three equal splits at 3, 6, and 9 weeks after sowing. Phosphorus and potash should be applied only if the soil test shows the deficiency of these nutrients. Skip phosphorus application if the recommended dose of phosphorus had been applied to the preceding wheat crop.'"
617,585,'y To control black ant in ratoon of sugarcane kept in February-March spray 200 ml of Imidachloropid (17.8% SL) dissolve in 625 litres of water along with 3-5% urea based on number of leaves.'
618,522,"'in DSR than puddle transplanted rice. Following fertilizer doses are recommended for DSR: i. Local/Selection rice: 150 to 165 kg N/ha, 60 kg P2 O5 / ha, 60 kg K2 O/ha, and 25 kg Zinc sulphate/ ha) ii.  Improved/hybrid rice: 60-75 Kg N/ha , 30 kg P2 O5 and 25 kg Zn SO4.'"
619,523,"'y Apply full dose of P, K, and ZnSO4 and 23 kg N/ ha as basal at the time of sowing using seed cum fertilizer drill/planters. The remaining N should be applied in three equal splits at early tillering, active tillering and panicle initiation. Nitrogenous fertilizers can also be managed using leaf colour chart (LCC). Two approaches have been recommended to apply Nitrogen using LCC. Fixed time approach: After basal application of N, remaining N is applied at preset timing of active tillering and panicle initiation and dose is adjusted based on LCC reading of N application should be based on LCC value of 3 and 4 depending on cultivars.'"
620,524,"'y Post emergence : The right herbicide for use in DSR for post emergence application depends on the weed flora present in a given field; individual herbicides have strength and also weakness, e.g., bispyribac sod. is very good on grasses but can’t control Leptochloa. Rotational use of herbicides with different modes of actions is also desirable to check the possible development of herbicide tolerant'"
621,525,"'or resistant weed biotypes. Timely use of newly-released effective herbicides in direct-seeded rice helps in better weed management and results in increase in yield besides increasing profitability. Sequential applications of a pre-emergence herbicide (e.g. pendimethalin 1000 g/ha, pyrazosulfuron is applied @ 20 g a.i./ ha ) followed by post-emergence herbicide (e.g., bispyribac-sodium (25 g/ha)/ penoxsulam (25 g/ha)/ azimsulfuron 30 g/ha/ fenoxaprop (with safener) (60g/ha)/ metsulfuron (4g/ha) + fenoxaprop (60 g/ ha) can provide effective weed control in DSR.'"
622,542,'y The date of sowing has to be suitably adjusted by making the best use of their natural precipitation and providing adequate time for land preparation for the following crop.'
623,543,'y This practice has given 15% higher yield than that obtained from fields which are sown with or after the onset of rains. Early sown fields get adequate time for weed management.'
624,544,"'y For rainfed areas, which entirely lack irrigation facilities, it will be desirable to sow the crop as soon as adequate amount of soil moisture has been built up to ensure germination and establishment of proper plant stand.'"
625,545,"'y A clean, smooth, deeply ploughed but firm seedbed is ideal. It is desirable to sow the crop on ridges to avoid damage due to waterlogging and to provide adequate moisture in the root zone.'"
626,546,'y The available quantity of the farmyard manure should be incorporated into the field before sowing. A combination of organic manure and chemical fertilizer is known to give better yield and improve the soil fertility than the use of fertilizer alone.'
627,1519,"'A tea bag is a small, porous sealed bag containing tea leaves and used for brewing tea. Tea bags are commonly made of paper, silk or plastic. The bag contains the tea leaves while the tea is brewed, making it easier to dispose of the leaves, and performs the same function as a tea infuser. Some tea bags have an attached piece of string with a paper label at the top that assists in removing the bag while also identifying the variety of tea.'"
628,526,'During lock down period for giving maximum employment to rural youth transplanting of rice is best option. For raising seedlings very 1/10 th area is needed so we have to manage 1/10 th area for a month for nursery preparation by the time we can escape from lockdown period and with the onset of monsoon the transplanting may be done. It can be done manually or with the help of machine. Transplanting is commonly practiced as a method of weed control for wet or puddled fields. It requires less seed but much more labour compared to direct seeding. Manual transplanting can be done in two methods:'
629,527,"'In random method, seedlings are transplanted without a definite distance or space between plants. When transplanting is done at random, equal distances between hills are difficult to determine but it is essential that the estimated distances should not be too close or too wide (not less than 10 cm and not more than 25 cm) to complement control of weeds through early shading by rice canopies.'"
630,528,"'When transplanting is done at random, equal distances between hills are difficult to determine but it is essential that the estimated distances should not be too close or too wide (not less than 10 cm and not more than 25 cm) to complement control of weeds through early shading by rice canopies.'"
631,529,"'This method follows uniform spacing or pattern. Straight rows facilitate management practices such as hand or rotary weeding and application of fertilizers, herbicides, or insecticides. Optimal plant spacing may also be achieved through this method.'"
632,530,'Closer spacing (15 x 15 cm or 10 x 10 cm) may be used depending on the availability of planters and the cost of transplanting. This is advantageous when weed control is inadequate.'
633,1520,"'A broad variety of teas, including herbal teas, are available in tea bags. Typically, tea bags use fannings, the left-overs after larger leaf pieces are gathered for sale as loose tea, but some companies such as Honest Tea sells teabags containing whole-leaf tea.'"
634,1521,"'This type of tea is promoted on health grounds. Chloroform or methylene chloride is an e ective solvent for isolating ca eine from tea leaf. However, it is not widely accepted by consumers because of its toxicity. Deca eination using supercritical carbon dioxide is e ective and leaves no solvent residues, but it needs expensive equipment. Sawdust lingo- cellulose columns can be used to separate ca eine from tea extracts, but they are di cult to use for deca eination of tea leaf.'"
635,537,"'y For Basmati varieties like Pusa Sugandh-4, Pusa Sugandh-5, Ballabh Basmati 22, Malviya Sugandh 105, Malviya Sugandh 4, Malviya Basmati 10, and Pusa Basmati 1509, the optimum time of nursery sowing is 1 st fortnight of June and transplanting time is 1 st fortnight of July whereas, for CSR 30 (Soil having pH>8.5), Basmati 370, Basmati 386, Pusa Basmati 1509, the optimum time of nursery sowing is 2 nd fortnight of June and transplanting time is 2 nd fortnight of July.'"
636,538,'y Seed and seedling treatment is mandatory to control dreaded diseases like foot rot. Smear the seeds with talc formulation of Trichoderma harzianum @ 15 g per kg of seed immediately before sowing and seedling root dip for 6 hrs with T. harzianum @ 15 g per litre of water before transplanting. Seedlings of Basmati varieties are ready for transplanting when they attain 5 to 6 leaf stage or are 25- 30 days old.'
637,539,"'y Irrigate the nursery before uprooting and wash them to remove mud. Transplant two-three seedlings per hill in lines at 20 x 15 cm (33 hills/sq. meter) during the optimum period in a well-puddled field. In the late transplanted crop, the spacing may be reduced to 15x15 cm (44 hills/sq. meter) to minimize the reduction in yield.'"
638,540,"'y Apply fertilizers on soil tests and crop rotation basis. Skip phosphorus application if the recommended dose of phosphorus has been applied to the preceding wheat crop. Apply 90 kg/ha urea for Pusa Sugandh-4, Pusa Sugandh-5, Ballabh Basmati22, Malviya Sugandh 105, Malviya Sugandh 4, Malviya Basmati 10 and apply 135kg/ha for Pusa Basmati 1509. Apply urea in two equal splits at 3 weeks and 6 weeks after transplanting. If possible, apply urea when water is not standing in the field. Irrigate on the third day of the application of urea.'"
639,541,"'Varieties: Shaktiman-1, K-41, Azad Uttam, Sharad Mani, Azad Kamal, Chandra Mani, Azad Shankar Makka-1 and Azad Shankar Makka-2'"
640,1663,"'here appropriate, the certification programme shall require that sufficient diversity is obtained ccount pressure from insects, weeds, diseases and ther pests, while maintaining or increasing soil, organic matter, fertility, microbial activity and by'"
641,547,'y The rest of the nitrogen should be applied in 2 unequal doses as side dressing. Half of the total nitrogen (60 kg N/ha when the total dose is 120 kg N/ha) should be applied when the crop is at knee-high stage (20-30 days after germination).'
